ID;Species;Location;Date.Collected;NoIndiv;Dry.Mass.mg;Dry.Mass.mg.Average;Dry.Mass.mg.Range.;DryMass;Body.Length.mm;Body.Length.mm.Average;Body.Length.mm.Range;BodyL;Head.Width.mm;Head.Width.mm.Average;Head.Width.mm.Range;HeadW;d13C;C Amount (ug);d15N;N.Amount.ug;Issues
H23;Hyla.versicolor;DC108_1;06/10/2015;1;32.5;NA;NA;32.5;10.934;NA;NA;10.934;NA;NA;NA;NA;-30.6;494.78;1.23;139.15;
H21;Hyla.versicolor;DC108_1;06/10/2015;1;33.2;NA;NA;33.2;9.513;NA;NA;9.513;NA;NA;NA;NA;-34.63;586.77;2.19;165.35;
H19;Hyla.versicolor;DC108_1;06/10/2015;1;34.2;NA;NA;34.2;11.893;NA;NA;11.893;NA;NA;NA;NA;-31.79;703.32;0.85;200.65;
H20;Hyla.versicolor;DC108_1;06/10/2015;1;42.8;NA;NA;42.8;11.563;NA;NA;11.563;NA;NA;NA;NA;-33.16;593.28;2.51;158.23;
H17;Hyla.versicolor;DC108_1;06/10/2015;1;43.1;NA;NA;43.1;9.948;NA;NA;9.948;NA;NA;NA;NA;-31.35;505.36;2.02;141.64;
H26;Hyla.versicolor;DC108_1;06/10/2015;1;43.7;NA;NA;43.7;10.006;NA;NA;10.006;NA;NA;NA;NA;-31.01;613.93;1.55;171.27;
H10;Hyla.versicolor;DC108_1;06/10/2015;1;44.6;NA;NA;44.6;11.116;NA;NA;11.116;NA;NA;NA;NA;-36.01;594.79;3.21;152.05;
H24;Hyla.versicolor;DC108_1;06/10/2015;1;45.1;NA;NA;45.1;11.058;NA;NA;11.058;NA;NA;NA;NA;-33.96;466.74;1.78;124.75;
H11;Hyla.versicolor;DC108_1;06/10/2015;1;45.6;NA;NA;45.6;10.966;NA;NA;10.966;NA;NA;NA;NA;-31.71;420.85;2.04;107.5;
H12;Hyla.versicolor;DC108_1;06/10/2015;1;46.2;NA;NA;46.2;11.154;NA;NA;11.154;NA;NA;NA;NA;-32.89;520.4;1.9;137;
H8;Hyla.versicolor;DC108_1;06/10/2015;1;47.8;NA;NA;47.8;11.609;NA;NA;11.609;NA;NA;NA;NA;-36.74;689.23;3.35;172.79;
H14;Hyla.versicolor;DC108_1;06/10/2015;1;50.1;NA;NA;50.1;11.151;NA;NA;11.151;NA;NA;NA;NA;-30.92;553.76;1.87;152.05;
H16;Hyla.versicolor;DC108_1;06/10/2015;1;50.5;NA;NA;50.5;11.229;NA;NA;11.229;NA;NA;NA;NA;-32.35;642.46;1.87;173.94;
H13;Hyla.versicolor;DC108_1;06/10/2015;1;53.6;NA;NA;53.6;11.981;NA;NA;11.981;NA;NA;NA;NA;-35.81;553.76;3.26;143.95;
H5;Hyla.versicolor;DC108_1;06/10/2015;1;55.2;NA;NA;55.2;11.349;NA;NA;11.349;NA;NA;NA;NA;-30.95;682.7;1.93;185.4;
H15;Hyla.versicolor;DC108_1;06/10/2015;1;59.3;NA;NA;59.3;10.808;NA;NA;10.808;NA;NA;NA;NA;-31.56;499.99;1.63;128.86;
H4;Hyla.versicolor;DC108_1;06/10/2015;1;60.8;NA;NA;60.8;11.875;NA;NA;11.875;NA;NA;NA;NA;-34.03;617.52;2.3;161.29;
H1;Hyla.versicolor;DC108_1;06/10/2015;1;60.8;NA;NA;60.8;13.577;NA;NA;13.577;NA;NA;NA;NA;-30.62;665.28;2.2;179.67;
H3;Hyla.versicolor;DC108_1;06/10/2015;1;62;NA;NA;62;11.71;NA;NA;11.71;NA;NA;NA;NA;-31.85;836.1;1.91;216.14;
H2;Hyla.versicolor;DC108_1;06/10/2015;1;63;NA;NA;63;13.445;NA;NA;13.445;NA;NA;NA;NA;-35.62;482.84;3.42;126.53;
H7;Hyla.versicolor;DC108_1;06/10/2015;1;63.5;NA;NA;63.5;12.233;NA;NA;12.233;NA;NA;NA;NA;-31;553.76;1.58;150.9;
H6;Hyla.versicolor;DC108_1;06/10/2015;1;64.6;NA;NA;64.6;13.22;NA;NA;13.22;NA;NA;NA;NA;-34.91;629.44;3.02;158.98;
H9;Hyla.versicolor;DC108_1;06/10/2015;1;65;NA;NA;65;11.564;NA;NA;11.564;NA;NA;NA;NA;-30.6;357.05;1.51;91.18;
H18;Hyla.versicolor;DC108_1;06/10/2015;1;66.6;NA;NA;66.6;12.027;NA;NA;12.027;NA;NA;NA;NA;-35.61;659.66;2.83;167.72;
Li58- Li60- Li61- Li69;Libellula;DC108_1;09/04/2013;4;0.4,0.2,0.1,1.1;0.45;1;0.45;NA;NA;NA;NA;1.214,1.447,1.446,1.664;1.369;0.233;1.369;-31.68;1016.18;1.76;239.78;
Li66- Li73;Libellula;DC108_1;09/04/2013;2;0.5,0.5;0.5;0;0.5;NA;NA;NA;NA;2.303,1.663;1.983;0.64;1.983;-30.31;567.47;1.8;138.38;
Li96- Li97;Libellula;DC108_1;09/04/2013;2;0.6,0.6;0.6;0;0.6;NA;NA;NA;NA;1.736,1.65;1.693;0.086;1.693;-32.46;648.22;1.24;156.86;
Li62- Li64;Libellula;DC108_1;09/04/2013;2;0.6,0.6;0.6;0;0.6;NA;NA;NA;NA;1.622,1.78;1.701;0.158;1.701;-31.79;558.63;0.84;129.98;
Li86;Libellula;DC108_1;09/04/2013;1;0.7;NA;NA;0.7;NA;NA;NA;NA;1.533;NA;NA;1.533;-31.38;253.27;1.45;60.31;
Li70;Libellula;DC108_1;09/04/2013;1;0.7;NA;NA;0.7;NA;NA;NA;NA;1.653;NA;NA;1.653;-31.9;283.98;1.61;67.32;
Li109;Libellula;DC108_1;09/04/2013;1;0.8;NA;NA;0.8;NA;NA;NA;NA;1.789;NA;NA;1.789;-28.89;493.77;2.08;122.11;
Li88;Libellula;DC108_1;09/04/2013;1;0.8;NA;NA;0.8;NA;NA;NA;NA;1.833;NA;NA;1.833;-31.45;271.26;1.64;65.18;
Li98;Libellula;DC108_1;09/04/2013;1;0.9;NA;NA;0.9;NA;NA;NA;NA;1.717;NA;NA;1.717;-31.29;596.87;2.02;144.16;
Li72;Libellula;DC108_1;09/04/2013;1;0.9;NA;NA;0.9;NA;NA;NA;NA;1.75;NA;NA;1.75;-28.46;379.82;1.53;95.9;
Li59;Libellula;DC108_1;09/04/2013;1;1;NA;NA;1;NA;NA;NA;NA;1.709;NA;NA;1.709;-32.72;271.65;0.77;64.86;
Li85;Libellula;DC108_1;09/04/2013;1;1;NA;NA;1;NA;NA;NA;NA;1.776;NA;NA;1.776;-31.2;405.52;1.58;96.95;
Li101;Libellula;DC108_1;09/04/2013;1;1;NA;NA;1;NA;NA;NA;NA;1.797;NA;NA;1.797;-33.38;385.17;0.38;89.54;
Li80;Libellula;DC108_1;09/04/2013;1;1;NA;NA;1;NA;NA;NA;NA;1.821;NA;NA;1.821;-29.76;320.09;1.97;81.4;
Li74;Libellula;DC108_1;09/04/2013;1;1;NA;NA;1;NA;NA;NA;NA;1.861;NA;NA;1.861;-29.78;417.32;2.16;102.47;
Li68;Libellula;DC108_1;09/04/2013;1;1;NA;NA;1;NA;NA;NA;NA;2.055;NA;NA;2.055;-30.63;257.78;1.7;64.86;
Li67;Libellula;DC108_1;09/04/2013;1;1.1;NA;NA;1.1;NA;NA;NA;NA;1.679;NA;NA;1.679;-33.48;456.53;0.52;107.31;
Li110;Libellula;DC108_1;09/04/2013;1;1.1;NA;NA;1.1;NA;NA;NA;NA;1.707;NA;NA;1.707;-29.97;543.58;1.63;133.74;
Li82;Libellula;DC108_1;09/04/2013;1;1.1;NA;NA;1.1;NA;NA;NA;NA;1.742;NA;NA;1.742;-31.14;532.73;2.42;130.25;
Li112;Libellula;DC108_1;09/04/2013;1;1.2;NA;NA;1.2;NA;NA;NA;NA;1.727;NA;NA;1.727;-31.82;219.49;1.92;51.62;
Li63;Libellula;DC108_1;09/04/2013;1;1.2;NA;NA;1.2;NA;NA;NA;NA;1.8;NA;NA;1.8;-29.15;343.37;2.42;84.86;
Li65;Libellula;DC108_1;09/04/2013;1;1.2;NA;NA;1.2;NA;NA;NA;NA;1.801;NA;NA;1.801;-29.37;578.27;1.91;142.58;
Li78;Libellula;DC108_1;09/04/2013;1;1.3;NA;NA;1.3;NA;NA;NA;NA;1.73;NA;NA;1.73;-30.25;501.33;1.59;118.61;
Li93;Libellula;DC108_1;09/04/2013;1;1.3;NA;NA;1.3;NA;NA;NA;NA;1.846;NA;NA;1.846;-33.25;506.74;0.49;120.94;
Li84;Libellula;DC108_1;09/04/2013;1;1.4;NA;NA;1.4;NA;NA;NA;NA;1.732;NA;NA;1.732;-32.85;464.63;0.85;116.75;
Li75;Libellula;DC108_1;09/04/2013;1;1.4;NA;NA;1.4;NA;NA;NA;NA;1.795;NA;NA;1.795;-33.44;541.41;0.57;132.58;
Li76;Libellula;DC108_1;09/04/2013;1;1.4;NA;NA;1.4;NA;NA;NA;NA;2.104;NA;NA;2.104;-32.78;684.41;0.75;172.93;
Li106;Libellula;DC108_1;09/04/2013;1;1.4;NA;NA;1.4;NA;NA;NA;NA;2.166;NA;NA;2.166;-29.68;602.32;2.24;154.55;
Li102;Libellula;DC108_1;09/04/2013;1;1.4;NA;NA;1.4;NA;NA;NA;NA;2.246;NA;NA;2.246;-31.15;684.41;2.5;175.22;
Li71;Libellula;DC108_1;09/04/2013;1;1.5;NA;NA;1.5;NA;NA;NA;NA;1.669;NA;NA;1.669;-33.5;328.6;0.5;84.36;
Li81;Libellula;DC108_1;09/04/2013;1;1.5;NA;NA;1.5;NA;NA;NA;NA;1.673;NA;NA;1.673;-31.73;404.45;1.58;96.25;
Li108;Libellula;DC108_1;09/04/2013;1;1.5;NA;NA;1.5;NA;NA;NA;NA;1.694;NA;NA;1.694;-33.85;377.68;0.26;93.66;
Li111;Libellula;DC108_1;09/04/2013;1;1.6;NA;NA;1.6;NA;NA;NA;NA;1.737;NA;NA;1.737;-33.51;407.66;;97.54;d15N was 0
Li122;Libellula;DC108_1;09/04/2013;1;1.6;NA;NA;1.6;NA;NA;NA;NA;2.158;NA;NA;2.158;-31;687.71;2.35;170.64;
Li115;Libellula;DC108_1;09/04/2013;1;1.6;NA;NA;1.6;NA;NA;NA;NA;2.344;NA;NA;2.344;-29.68;593.6;2.09;154.55;
Li125;Libellula;DC108_1;09/04/2013;1;1.7;NA;NA;1.7;NA;NA;NA;NA;2.185;NA;NA;2.185;-30.48;179.51;2.25;40.51;
Li92;Libellula;DC108_1;09/04/2013;1;1.8;NA;NA;1.8;NA;NA;NA;NA;1.999;NA;NA;1.999;-29.62;672.34;2.1;172.93;
Li126;Libellula;DC108_1;09/04/2013;1;1.8;NA;NA;1.8;NA;NA;NA;NA;2.313;NA;NA;2.313;-29.92;631.81;2.24;155.71;
Li83;Libellula;DC108_1;09/04/2013;1;1.9;NA;NA;1.9;NA;NA;NA;NA;1.812;NA;NA;1.812;-31.88;344.58;1.32;80.81;
Li94;Libellula;DC108_1;09/04/2013;1;2;NA;NA;2;NA;NA;NA;NA;1.784;NA;NA;1.784;-29.21;406.59;1.9;100.48;
Li90;Libellula;DC108_1;09/04/2013;1;2;NA;NA;2;NA;NA;NA;NA;1.802;NA;NA;1.802;-29.28;602.32;2.06;151.1;
Li105;Libellula;DC108_1;09/04/2013;1;2;NA;NA;2;NA;NA;NA;NA;2.209;NA;NA;2.209;-33.5;707.5;0.96;176.37;
Li95- Li124;Libellula;DC108_1;09/04/2013;2;2.3,2.1;2.2;0.2;2.2;NA;NA;NA;NA;2.119,2.199;2.159;0.08;2.159;-33.66;344.58;0.35;83.88;
Li77- Li79- Li87;Libellula;DC108_1;09/04/2013;3;2.1,2.1,2.5;2.233.333.333;0.4;2.233333333;NA;NA;NA;NA;1.541,1.812,2.139;2.164;0.598;2.164;-32.72;349.91;1.05;80.58;
Li100- Li123;Libellula;DC108_1;09/04/2013;2;3.1,3.1;3.1;0;3.1;NA;NA;NA;NA;2.281,2.159;2.22;0.082;2.22;-30.68;221.6;1.46;52.69;
Li89- Li91;Libellula;DC108_1;09/04/2013;2;3.3,3.2;3.25;0.1;3.25;NA;NA;NA;NA;1.91,1.862;1.886;0.048;1.886;-30.86;488.37;2.37;115.93;
Li99- Li103;Libellula;DC108_1;09/04/2013;2;3.3,3.2;3.25;0.1;3.25;NA;NA;NA;NA;2.281,2.327;2.304;0.046;2.304;-31.57;374.47;1.61;86.71;
Li104- Li107;Libellula;DC108_1;09/04/2013;2;3.5,3.5;3.5;0;3.5;NA;NA;NA;NA;2.329,2.19;22.595;0.139;22.595;-32.06;522.98;1.41;125.6;
Li113- Li114;Libellula;DC108_1;09/04/2013;2;3.6,3.5;3.55;0.1;3.55;NA;NA;NA;NA;2.253,2.231;2.242;0.022;2.242;-33.15;545.75;0.9;127.93;
Li121;Libellula;DC108_1;09/04/2013;1;4;NA;NA;4;NA;NA;NA;NA;2.332;NA;NA;2.332;-31.99;491.61;0.52;117.33;
Li117;Libellula;DC108_1;09/04/2013;1;4.5;NA;NA;4.5;NA;NA;NA;NA;2.903;NA;NA;2.903;-33.07;235.32;1.54;54.6;
Li118;Libellula;DC108_1;09/04/2013;1;5.9;NA;NA;5.9;NA;NA;NA;NA;2.695;NA;NA;2.695;-30.41;438.8;2.12;98.6;
Li116;Libellula;DC108_1;09/04/2013;1;6.3;NA;NA;6.3;NA;NA;NA;NA;2.79;NA;NA;2.79;-31.95;512.15;1.13;122.11;
Li120;Libellula;DC108_1;09/04/2013;1;6.5;NA;NA;6.5;NA;NA;NA;NA;NA;NA;NA;NA;-29.8;402.3;2.04;96.72;
Li119;Libellula;DC108_1;09/04/2013;1;7.8;NA;NA;7.8;NA;NA;NA;NA;NA;NA;NA;NA;-31.56;626.34;0.78;144.16;
N240-N243-N248-N250-N258-N260-N262-N266;Notonecta;DC108_1;7/15/2015;8;0.06,0.06,0.11,0.06,0.1,0.07,0.09,0.08;0.07875;0.05;0.07875;1.021,1.276,2.025,1.265,1.661,1.282,1.689,1.297;14.395;1.004;14.395;NA;NA;NA;NA;-34.83;241.46;3.07;67.58;
N152-N153-N154-N155-N156-N157-N158-N159;Notonecta;DC108_1;7/15/2015;8;0.01,0.07,0.02,0.09,0.09,0.11,0.01,0.32;0.09;0.31;0.09;1.294,2.016,1.284,1.772,1.465,1.233,1.386,2.894;1.668;1.661;1.668;NA;NA;NA;NA;-35.49;446.82;2.91;129.76;
N207-N209-N210-N212-N213-N216;Notonecta;DC108_1;7/15/2015;6;0.23,0.2,0.06,0.12,0.02,0.11;0.123333333;0.21;0.123333333;2.075,1.569,1.456,1.238,1.105,2.001;1.574;0.97;1.574;NA;NA;NA;NA;-34.36;246.15;3.49;64.64;
N148-N149-N150-N151;Notonecta;DC108_1;7/15/2015;4;0.12,0.10,0.01,0.30;0.1325;0.29;0.1325;1.485,1.676,1.188,2.3;166.225;1.112;166.225;NA;NA;NA;NA;-36.28;234.15;2.83;67.98;
N238-N249-N251-N264-N265;Notonecta;DC108_1;7/15/2015;5;0.16,0.13,0.14,0.17,0.14;0.148;0.04;0.148;1.597,1.32,1.224,1.717,1.273;14.645;0.493;14.645;NA;NA;NA;NA;-35.62;139.61;3.14;40.86;
N194-N197-N198-N199;Notonecta;DC108_1;7/15/2015;4;0.22,0.06,0.08,0.33;0.1725;0.27;0.1725;2.091,2.11,2.023,3.041;231.625;1.018;231.625;NA;NA;NA;NA;-32.92;360.86;3.51;91.99;
N137-N138-N139;Notonecta;DC108_1;7/15/2015;3;0.21,0.08,0.30;0.196666667;0.13;0.196666667;2.242,1.343,2.817;2.134;1.474;2.134;NA;NA;NA;NA;-35.71;287.22;2.78;84.04;
N201-N203-N204-N205;Notonecta;DC108_1;7/15/2015;4;0.40,0.40,0.16,0.11;0.2675;0.29;0.2675;2.85,2.939,2.238,2.031;25.145;0.908;25.145;NA;NA;NA;NA;-31.87;475.97;2.94;129.76;
N188-N192-N193;Notonecta;DC108_1;7/15/2015;3;0.27,0.12,0.46;0.283333333;0.34;0.283333333;2.344,2.089,2.824;2.419;0.735;2.419;NA;NA;NA;NA;-33.32;410.21;2.45;108.91;
N208-N215;Notonecta;DC108_1;7/15/2015;2;0.47,0.48;0.475;0.01;0.475;missingN208,2.93;2.93;NA;2.93;NA;NA;NA;NA;-32.63;409.78;1.68;113.9;
N134-N135;Notonecta;DC108_1;7/15/2015;2;0.57,0.41;0.49;0.16;0.49;2.88,2.915;28.975;0.035;28.975;NA;NA;NA;NA;-34.14;485.7;2.44;130.94;
N206;Notonecta;DC108_1;7/15/2015;1;0.64;NA;NA;0.64;2.91;NA;NA;2.91;NA;NA;NA;NA;-28.18;302.22;1.96;83.57;
N200;Notonecta;DC108_1;7/15/2015;1;0.65;NA;NA;0.65;2.838;NA;NA;2.838;NA;NA;NA;NA;-36.29;247.93;1.77;64.77;
N187;Notonecta;DC108_1;7/15/2015;1;0.66;NA;NA;0.66;3.474;NA;NA;3.474;NA;NA;NA;NA;-35.18;269.15;1.88;71.79;
N161;Notonecta;DC108_1;7/15/2015;1;0.74;NA;NA;0.74;2.955;NA;NA;2.955;NA;NA;NA;NA;-32.66;313.85;2.34;89.74;
N211;Notonecta;DC108_1;7/15/2015;1;0.78;NA;NA;0.78;3.887;NA;NA;3.887;NA;NA;NA;NA;-31.16;346.84;2.36;96.06;
N185;Notonecta;DC108_1;7/15/2015;1;0.92;NA;NA;0.92;3.809;NA;NA;3.809;NA;NA;NA;NA;-32.48;404.84;2.42;109.38;
N196;Notonecta;DC108_1;7/15/2015;1;0.94;NA;NA;0.94;3.889;NA;NA;3.889;NA;NA;NA;NA;-32.67;433.89;3.34;114.57;
N202;Notonecta;DC108_1;7/15/2015;1;1.02;NA;NA;1.02;4.086;NA;NA;4.086;NA;NA;NA;NA;-31.57;470.57;2.97;132.11;
N214;Notonecta;DC108_1;7/15/2015;1;1.03;NA;NA;1.03;3.972;NA;NA;3.972;NA;NA;NA;NA;-33.78;435.48;2.12;122.21;
N195;Notonecta;DC108_1;7/15/2015;1;1.18;NA;NA;1.18;3.968;NA;NA;3.968;NA;NA;NA;NA;-30.14;521.46;2.51;140.33;
N191;Notonecta;DC108_1;7/15/2015;1;1.29;NA;NA;1.29;2.222;NA;NA;2.222;NA;NA;NA;NA;-36.14;644.69;1.26;170.72;
N178;Notonecta;DC108_1;7/15/2015;1;1.47;NA;NA;1.47;4.233;NA;NA;4.233;NA;NA;NA;NA;-32.11;716.13;2.19;191.64;
N177;Notonecta;DC108_1;7/15/2015;1;1.5;NA;NA;1.5;4.238;NA;NA;4.238;NA;NA;NA;NA;-29.13;615.13;2.47;171.88;
N129;Notonecta;DC108_1;7/15/2015;1;1.5;NA;NA;1.5;4.595;NA;NA;4.595;NA;NA;NA;NA;-30.37;850.35;1.98;222.08;
N189;Notonecta;DC108_1;7/15/2015;1;1.53;NA;NA;1.53;2.009;NA;NA;2.009;NA;NA;NA;NA;-31.42;722.75;2.47;197.43;
N183;Notonecta;DC108_1;7/15/2015;1;1.6;NA;NA;1.6;3.849;NA;NA;3.849;NA;NA;NA;NA;-29.91;823.51;1.93;200.9;
N117;Notonecta;DC108_1;7/15/2015;1;1.6;NA;NA;1.6;4.324;NA;NA;4.324;NA;NA;NA;NA;-29.55;749.06;2.22;199.48;
N181;Notonecta;DC108_1;7/15/2015;1;1.6;NA;NA;1.6;4.42;NA;NA;4.42;NA;NA;NA;NA;-35.04;733.78;1.25;198.59;
N190;Notonecta;DC108_1;7/15/2015;1;1.61;NA;NA;1.61;2.069;NA;NA;2.069;NA;NA;NA;NA;-32.58;761.41;2.78;188.16;
N182;Notonecta;DC108_1;7/15/2015;1;1.67;NA;NA;1.67;3.972;NA;NA;3.972;NA;NA;NA;NA;-33.19;832.41;2.25;190.48;
N131;Notonecta;DC108_1;7/15/2015;1;1.7;NA;NA;1.7;4.498;NA;NA;4.498;NA;NA;NA;NA;-32.78;847.03;2.7;213;
N111;Notonecta;DC108_1;7/15/2015;1;1.7;NA;NA;1.7;4.553;NA;NA;4.553;NA;NA;NA;NA;-36.26;738.1;1.89;178.97;
N127;Notonecta;DC108_1;7/15/2015;1;1.8;NA;NA;1.8;4.199;NA;NA;4.199;NA;NA;NA;NA;-30.04;726.05;1.89;201.23;
N125;Notonecta;DC108_1;7/15/2015;1;1.8;NA;NA;1.8;4.35;NA;NA;4.35;NA;NA;NA;NA;-36.18;880.23;1.34;218.83;
N128;Notonecta;DC108_1;7/15/2015;1;1.8;NA;NA;1.8;4.555;NA;NA;4.555;NA;NA;NA;NA;-32.25;900.19;1.5;233.21;
N109;Notonecta;DC108_1;7/15/2015;1;1.8;NA;NA;1.8;6.099;NA;NA;6.099;NA;NA;NA;NA;-30.71;835.98;3.13;231.35;
N219;Notonecta;DC108_1;7/15/2015;1;1.88;NA;NA;1.88;4.37;NA;NA;4.37;NA;NA;NA;NA;-32.99;893.79;1.66;246.38;
N184;Notonecta;DC108_1;7/15/2015;1;1.9;NA;NA;1.9;4.655;NA;NA;4.655;NA;NA;NA;NA;-29;935.17;2.17;240.06;
N124;Notonecta;DC108_1;7/15/2015;1;1.9;NA;NA;1.9;5.815;NA;NA;5.815;NA;NA;NA;NA;-31.72;796.29;2.75;205.74;
N114;Notonecta;DC108_1;7/15/2015;1;1.9;NA;NA;1.9;5.891;NA;NA;5.891;NA;NA;NA;NA;-33.1;835.98;2.92;224.02;
N122;Notonecta;DC108_1;7/15/2015;1;1.9;NA;NA;1.9;5.932;NA;NA;5.932;NA;NA;NA;NA;-31.24;715.11;3.05;203.89;
N217;Notonecta;DC108_1;7/15/2015;1;1.92;NA;NA;1.92;4.145;NA;NA;4.145;NA;NA;NA;NA;-32.17;902.67;1.38;245.24;
N218;Notonecta;DC108_1;7/15/2015;1;1.95;NA;NA;1.95;4.077;NA;NA;4.077;NA;NA;NA;NA;-36.26;930.46;1.19;258.89;
N130;Notonecta;DC108_1;7/15/2015;1;2;NA;NA;2;4.624;NA;NA;4.624;NA;NA;NA;NA;-31.37;945.78;2.3;245.99;
N90;Notonecta;DC108_1;7/15/2015;1;2;NA;NA;2;5.93;NA;NA;5.93;NA;NA;NA;NA;-33.89;965.84;2.32;248.8;
N87;Notonecta;DC108_1;7/15/2015;1;2.1;NA;NA;2.1;5.944;NA;NA;5.944;NA;NA;NA;NA;-30.33;1063.26;2.86;288.79;
N110-N113;Notonecta;DC108_1;7/15/2015;2;2.1,2.1;2.1;0;2.1;4.32,6.035;51.775;1.715;51.775;NA;NA;NA;NA;-33.03;214.02;2.3;51.07;
N82;Notonecta;DC108_1;7/15/2015;1;2.3;NA;NA;2.3;6.672;NA;NA;6.672;NA;NA;NA;NA;-31.64;29.98;3.09;7.94;SM
N97;Notonecta;DC108_1;7/15/2015;1;2.4;NA;NA;2.4;6.076;NA;NA;6.076;NA;NA;NA;NA;-31.42;59.17;2.79;13.37;SM
N120-N123;Notonecta;DC108_1;7/15/2015;2;2.3,2.6;2.45;0.3;2.45;6.161,5.829;5.995;0.332;5.995;NA;NA;NA;NA;-31.95;413.82;2.22;100.74;
N118-N119;Notonecta;DC108_1;7/15/2015;2;2.3,2.7;2.5;0.4;2.5;5.995,6.273;6.134;0.278;6.134;NA;NA;NA;NA;-34.43;374.43;2.36;76.69;
N85;Notonecta;DC108_1;7/15/2015;1;2.7;NA;NA;2.7;6.443;NA;NA;6.443;NA;NA;NA;NA;-34.14;197.15;2.5;47.09;
N86;Notonecta;DC108_1;7/15/2015;1;2.8;NA;NA;2.8;6.466;NA;NA;6.466;NA;NA;NA;NA;-36.28;231.85;2.19;56.48;
N229;Notonecta;DC108_1;7/15/2015;1;2.82;NA;NA;2.82;2.843;NA;NA;2.843;NA;NA;NA;NA;-36.08;204.95;2.57;60.28;
N102;Notonecta;DC108_1;7/15/2015;1;3;NA;NA;3;6.335;NA;NA;6.335;NA;NA;NA;NA;-35.25;455.48;1.63;106.83;
N105;Notonecta;DC108_1;7/15/2015;1;3;NA;NA;3;6.538;NA;NA;6.538;NA;NA;NA;NA;-35.63;110.76;2.44;24.15;
N106;Notonecta;DC108_1;7/15/2015;1;3.1;NA;NA;3.1;6.887;NA;NA;6.887;NA;NA;NA;NA;-35.25;291.84;2.69;65.32;
N116;Notonecta;DC108_1;7/15/2015;1;3.2;NA;NA;3.2;6.113;NA;NA;6.113;NA;NA;NA;NA;-35.91;238.15;2.14;53.36;
N88;Notonecta;DC108_1;7/15/2015;1;3.2;NA;NA;3.2;6.265;NA;NA;6.265;NA;NA;NA;NA;-32.55;221.36;2.44;51.28;
N95;Notonecta;DC108_1;7/15/2015;1;3.2;NA;NA;3.2;6.354;NA;NA;6.354;NA;NA;NA;NA;-32.88;325.65;2.93;79.41;
N71;Notonecta;DC108_1;7/15/2015;1;3.2;NA;NA;3.2;6.673;NA;NA;6.673;NA;NA;NA;NA;-36.93;351.03;1.62;82.94;
N83;Notonecta;DC108_1;7/15/2015;1;3.4;NA;NA;3.4;6.311;NA;NA;6.311;NA;NA;NA;NA;-32.27;353.16;2.47;75.58;
N126;Notonecta;DC108_1;7/15/2015;1;3.5;NA;NA;3.5;6.013;NA;NA;6.013;NA;NA;NA;NA;-33.02;124.26;2.15;29.15;
N104;Notonecta;DC108_1;7/15/2015;1;3.5;NA;NA;3.5;6.328;NA;NA;6.328;NA;NA;NA;NA;-32.51;377.62;2.47;91.34;
N80;Notonecta;DC108_1;7/15/2015;1;3.5;NA;NA;3.5;6.368;NA;NA;6.368;NA;NA;NA;NA;-33.34;426.63;1.68;95.63;
N94;Notonecta;DC108_1;7/15/2015;1;3.8;NA;NA;3.8;5.641;NA;NA;5.641;NA;NA;NA;NA;-33.34;242.35;2.6;52.94;
N91;Notonecta;DC108_1;7/15/2015;1;3.8;NA;NA;3.8;6.438;NA;NA;6.438;NA;NA;NA;NA;-31.01;385.06;2.02;86.14;
N108;Notonecta;DC108_1;7/15/2015;1;3.9;NA;NA;3.9;6.201;NA;NA;6.201;NA;NA;NA;NA;-32.33;403.16;2.97;93.69;
N98;Notonecta;DC108_1;7/15/2015;1;4.1;NA;NA;4.1;6.685;NA;NA;6.685;NA;NA;NA;NA;-32.13;343.65;2.57;78.57;
N55;Notonecta;DC108_1;7/15/2015;1;4.1;NA;NA;4.1;8.21;NA;NA;8.21;NA;NA;NA;NA;-33.53;518.86;3.17;123.8;
N112;Notonecta;DC108_1;7/15/2015;1;4.2;NA;NA;4.2;6.091;NA;NA;6.091;NA;NA;NA;NA;-33.06;473.68;2.17;113.03;
N78;Notonecta;DC108_1;7/15/2015;1;4.3;NA;NA;4.3;6.617;NA;NA;6.617;NA;NA;NA;NA;-33.35;441.59;1.86;111.77;
N89;Notonecta;DC108_1;7/15/2015;1;4.3;NA;NA;4.3;8.533;NA;NA;8.533;NA;NA;NA;NA;-33.72;406.36;2.53;99.98;
N100;Notonecta;DC108_1;7/15/2015;1;4.4;NA;NA;4.4;6.497;NA;NA;6.497;NA;NA;NA;NA;-33.95;546.79;1.98;117.26;
N76;Notonecta;DC108_1;7/15/2015;1;4.4;NA;NA;4.4;8.117;NA;NA;8.117;NA;NA;NA;NA;-32.68;582.55;3.15;128.42;
N81;Notonecta;DC108_1;7/15/2015;1;4.5;NA;NA;4.5;6.55;NA;NA;6.55;NA;NA;NA;NA;-33.75;497.35;2.35;115.82;
N93;Notonecta;DC108_1;7/15/2015;1;4.6;NA;NA;4.6;5.933;NA;NA;5.933;NA;NA;NA;NA;-32.38;487.63;2.2;109.87;
N115;Notonecta;DC108_1;7/15/2015;1;4.6;NA;NA;4.6;6.08;NA;NA;6.08;NA;NA;NA;NA;-34.35;698.72;2.85;169.13;
N75;Notonecta;DC108_1;7/15/2015;1;4.6;NA;NA;4.6;8.204;NA;NA;8.204;NA;NA;NA;NA;-32.03;540.41;2.77;133.03;
